Geneid	EBF1-dTAG_N_0h_rep1	EBF1-dTAG_N_0h_rep2	EBF1-dTAG_N_0h_rep3	EBF1-dTAG_N_0h_rep4	EBF1-dTAG_N_6h_rep1	EBF1-dTAG_N_6h_rep2	EBF1-dTAG_N_6h_rep3	EBF1-dTAG_N_6h_rep4
ENSMUSG00000064721.4	0	0	0	0	0	0	0	0
ENSMUSG00000065392.1	0	0	0	0	0	0	0	0
ENSMUSG00000065281.1	0	0	0	0	0	0	0	0
ENSMUSG00000065280.1	0	0	0	0	0	0	0	0
ENSMUSG00000065378.1	0	0	0	0	0	0	0	0
ENSMUSG00000065782.1	0	0	0	0	0	0	0	0
ENSMUSG00000065305.1	0	0	0	0	0	0	0	0
ENSMUSG00000065087.1	0	0	0	0	0	0	0	0
ENSMUSG00000042729.9	854	1054	1293	1072	950	1078	1092	910
ENSMUSG00000090840.2	5	7	12	7	5	12	14	17
ENSMUSG00000010110.17	991	896	1262	1146	1207	1195	1197	1062
ENSMUSG00000098844.1	0	0	0	0	0	0	0	0
ENSMUSG00000010097.13	3752	4024	5167	5178	4881	5506	5115	4916
ENSMUSG00000003680.15	1033	1108	1398	1295	1206	1621	1352	1308
ENSMUSG00000071662.3	692	720	1010	755	860	903	851	716
ENSMUSG00000071661.6	53	36	78	65	93	40	75	70
ENSMUSG00000071660.10	1458	1708	2135	2006	2051	2258	2134	1896
ENSMUSG00000071659.3	3703	3746	4846	4785	4491	4953	4985	4086
ENSMUSG00000071658.4	0	0	0	0	0	0	0	0
ENSMUSG00000071657.12	197	133	219	194	143	203	220	180
ENSMUSG00000071656.6	7	0	4	0	1	7	5	4
ENSMUSG00000071655.11	1552	1657	2103	1910	2108	2057	2205	1788
ENSMUSG00000071654.5	176	186	212	205	211	171	185	187
ENSMUSG00000096740.7	232	182	263	271	260	253	290	261
ENSMUSG00000070167.1	112	124	152	95	98	112	132	117
ENSMUSG00000093314.1	0	6	0	1	5	0	2	3
ENSMUSG00000071653.9	28	32	44	30	22	51	43	52
ENSMUSG00000071652.6	2254	2105	2655	3009	2603	2633	2567	2353
ENSMUSG00000071650.5	5359	5061	6795	6746	7372	7572	7693	6628
ENSMUSG00000071649.5	709	729	989	1067	1100	1142	1155	966
ENSMUSG00000071648.3	29	32	48	49	71	65	57	74
ENSMUSG00000071647.4	1764	1819	2386	2384	2197	2337	2221	2214
ENSMUSG00000071646.9	6584	6728	8335	8589	8702	8687	8963	7528
ENSMUSG00000071645.5	1106	1272	1650	1453	1391	1471	1393	1220
ENSMUSG00000071644.10	14302	15008	19093	18722	18562	18728	19648	16463
ENSMUSG00000069833.12	2	6	18	19	12	26	43	21
ENSMUSG00000024653.2	0	0	0	0	0	0	0	0
ENSMUSG00000024654.8	927	979	1196	1271	1078	1068	1213	1046
ENSMUSG00000024658.7	6	3	4	7	8	0	1	11
ENSMUSG00000077055.1	0	0	0	0	0	0	0	0
ENSMUSG00000067608.4	85	59	78	123	93	91	120	91
ENSMUSG00000101398.1	0	0	0	0	0	0	0	0
ENSMUSG00000071640.3	1	0	0	1	3	1	6	0
ENSMUSG00000096818.2	0	0	0	0	0	0	0	0
ENSMUSG00000100141.1	0	7	0	1	0	0	5	3
ENSMUSG00000096872.2	0	0	0	0	0	0	0	0
ENSMUSG00000076370.1	0	0	0	0	0	0	0	0
ENSMUSG00000024660.8	4631	5275	6886	6286	5503	6505	6629	5432
ENSMUSG00000080659.1	0	0	0	5	0	1	4	0
ENSMUSG00000024661.6	8655	8406	11374	11122	11391	11821	12284	8763
ENSMUSG00000037418.5	0	0	0	6	1	0	0	0
ENSMUSG00000024663.17	0	0	0	0	0	0	0	0
ENSMUSG00000024664.4	3	0	0	0	0	0	0	0
ENSMUSG00000024665.7	2214	2158	2728	2947	3241	3372	3508	3092
ENSMUSG00000010663.4	2601	2606	3667	3374	3783	3698	3808	3355
ENSMUSG00000098363.1	2	6	1	0	1	2	0	4
ENSMUSG00000064032.2	22	12	18	17	12	12	11	13
ENSMUSG00000024742.15	3204	3067	4013	3908	3926	3528	3716	2995
ENSMUSG00000036372.14	422	326	473	417	441	410	537	423
ENSMUSG00000036098.15	0	0	0	0	1	0	1	0
ENSMUSG00000035735.10	0	0	0	0	0	0	0	0
ENSMUSG00000024743.14	0	0	0	0	0	0	0	0
ENSMUSG00000097862.1	0	0	0	0	0	0	0	0
ENSMUSG00000090291.2	0	0	0	0	0	0	0	0
ENSMUSG00000035179.3	7	17	16	19	7	20	11	7
ENSMUSG00000024668.7	1536	1717	2169	2121	1732	1871	1790	1636
ENSMUSG00000034820.3	3420	3462	4880	4457	4182	4556	4243	3959
ENSMUSG00000024667.11	155	168	257	182	147	208	214	176
ENSMUSG00000024666.5	532	546	708	702	657	653	693	603
ENSMUSG00000034445.7	1019	963	1358	1226	825	869	936	824
ENSMUSG00000034371.8	247	289	388	329	427	418	387	359
ENSMUSG00000024740.9	14155	13760	17449	17538	17438	17628	17660	15555
ENSMUSG00000043789.7	9	4	4	1	5	3	10	9
ENSMUSG00000024738.5	0	0	0	2	0	0	0	0
ENSMUSG00000048832.8	428	567	701	561	841	844	806	780
ENSMUSG00000024669.7	1	13	3	10	5	6	6	5
ENSMUSG00000067577.8	0	0	0	0	0	0	0	0
ENSMUSG00000024670.16	0	0	0	0	0	0	0	0
ENSMUSG00000024737.2	656	621	758	751	2021	2201	2196	2117
ENSMUSG00000024736.14	7	11	12	0	7	39	11	20
ENSMUSG00000034659.14	1077	1070	1339	1407	1527	1299	1550	1192
ENSMUSG00000024735.13	5948	6158	7836	7535	7658	7470	7663	6567
ENSMUSG00000024734.8	0	0	0	0	0	0	0	0
ENSMUSG00000034117.3	0	0	0	0	0	0	0	0
ENSMUSG00000024732.7	673	807	1047	1009	890	1034	932	793
ENSMUSG00000024731.15	0	0	0	0	0	0	0	0
ENSMUSG00000067571.4	0	0	0	0	0	0	0	0
ENSMUSG00000094584.2	0	0	0	0	0	0	0	0
ENSMUSG00000101264.1	2	0	2	0	8	2	3	4
ENSMUSG00000075010.4	83	110	127	108	196	149	165	126
ENSMUSG00000024730.7	0	0	0	0	0	0	0	0
ENSMUSG00000101439.1	3	4	6	1	5	19	2	7
ENSMUSG00000024729.7	0	0	0	0	0	0	0	0
ENSMUSG00000099998.1	36	21	24	38	44	36	46	40
ENSMUSG00000024728.13	0	0	0	0	0	0	0	0
ENSMUSG00000057240.14	0	0	0	0	0	0	0	0
ENSMUSG00000097091.1	0	0	0	0	0	0	0	0
ENSMUSG00000101031.1	0	0	0	0	0	0	0	0
ENSMUSG00000024673.9	3	3	2	6	0	3	0	0
ENSMUSG00000054523.13	0	0	0	0	0	0	0	0
ENSMUSG00000099398.1	0	0	0	0	0	0	4	0
ENSMUSG00000024672.11	1	1	2	0	3	1	0	4
ENSMUSG00000100392.1	3	2	1	9	7	10	6	7
ENSMUSG00000101389.1	21	2	13	14	28	22	24	14
ENSMUSG00000101024.1	0	0	0	0	0	2	0	0
ENSMUSG00000024675.19	23	48	46	37	136	128	96	97
ENSMUSG00000100615.1	5	6	5	5	21	14	16	14
ENSMUSG00000056290.15	2	0	1	0	8	4	12	13
ENSMUSG00000103126.2	0	0	0	0	2	0	0	0
ENSMUSG00000079419.4	2	2	0	3	9	7	3	6
ENSMUSG00000099757.1	1048	987	1694	1500	1483	1911	1667	1879
ENSMUSG00000058470.10	1215	1192	1612	1556	1681	1640	1825	1635
ENSMUSG00000100529.1	1	0	6	4	6	21	11	25
ENSMUSG00000024677.13	318	298	409	387	741	877	763	756
ENSMUSG00000024678.6	6	8	6	1	17	0	9	8
ENSMUSG00000067555.2	2	0	0	0	0	0	1	1
ENSMUSG00000104088.1	0	0	0	0	0	3	0	0
ENSMUSG00000024679.10	0	0	7	11	25	36	40	28
ENSMUSG00000088598.1	0	0	0	0	0	0	0	0
ENSMUSG00000024680.12	0	0	0	0	0	0	0	0
ENSMUSG00000024681.11	0	0	0	0	0	0	0	0
ENSMUSG00000055895.6	0	0	0	0	0	0	0	0
ENSMUSG00000041857.10	0	0	0	0	0	0	0	0
ENSMUSG00000088310.1	0	0	0	0	0	0	0	0
ENSMUSG00000089625.1	1	0	0	2	0	0	0	0
ENSMUSG00000055933.13	0	0	0	0	0	0	0	0
ENSMUSG00000100918.1	0	0	0	0	0	0	0	0
ENSMUSG00000024682.3	0	0	0	0	0	0	0	0
ENSMUSG00000024683.5	635	539	784	673	722	705	759	591
ENSMUSG00000041488.15	0	0	0	0	0	0	1	0
ENSMUSG00000048292.2	0	0	0	0	0	0	0	0
ENSMUSG00000060556.3	0	0	0	0	0	0	0	0
ENSMUSG00000108966.1	0	0	0	0	0	0	0	0
ENSMUSG00000067545.2	0	0	0	2	0	0	0	0
ENSMUSG00000051548.4	10	3	2	8	9	11	8	5
ENSMUSG00000060878.3	0	1	0	0	0	0	0	0
ENSMUSG00000046139.7	2335	2287	3135	3110	2941	3133	2894	2801
ENSMUSG00000104979.1	4	3	6	3	3	3	6	3
ENSMUSG00000077227.1	0	0	0	0	0	0	0	0
ENSMUSG00000024687.10	2274	2160	2928	3027	2962	3203	3228	2815
ENSMUSG00000109030.1	0	0	0	0	0	0	0	0
ENSMUSG00000109047.1	0	0	0	0	0	0	0	0
ENSMUSG00000108947.1	0	0	0	0	0	0	0	0
ENSMUSG00000109223.1	0	0	0	0	0	0	0	0
ENSMUSG00000067529.1	0	0	0	0	0	0	0	0
ENSMUSG00000109417.1	0	0	0	0	0	0	0	0
ENSMUSG00000067528.1	0	0	0	0	0	0	0	0
ENSMUSG00000067526.2	0	0	0	0	0	0	0	0
ENSMUSG00000044994.8	0	0	0	0	0	0	0	0
ENSMUSG00000067525.2	0	0	0	0	0	0	0	0
ENSMUSG00000067524.2	0	0	0	0	0	0	0	0
ENSMUSG00000067522.2	0	0	0	0	0	0	0	0
ENSMUSG00000108889.1	0	0	0	0	0	0	0	0
ENSMUSG00000109410.1	0	0	0	0	0	0	0	0
ENSMUSG00000094133.1	0	0	0	0	0	0	0	0
ENSMUSG00000109022.1	0	0	0	0	0	0	0	0
ENSMUSG00000067519.1	0	0	0	0	0	0	0	0
ENSMUSG00000097646.1	0	0	0	0	0	0	0	0
ENSMUSG00000060049.3	0	0	0	0	0	0	0	0
ENSMUSG00000095640.2	0	0	0	0	0	0	0	0
ENSMUSG00000109433.1	0	0	0	0	0	0	0	0
ENSMUSG00000067513.1	0	0	0	0	0	0	0	0
ENSMUSG00000109229.1	0	0	0	0	0	0	0	0
ENSMUSG00000096436.2	0	0	0	0	0	0	0	0
ENSMUSG00000109328.1	0	0	0	0	0	0	0	0
ENSMUSG00000109007.1	0	0	0	0	0	0	0	0
ENSMUSG00000046650.2	0	0	0	0	0	0	0	0
ENSMUSG00000050815.5	0	0	0	0	0	0	0	0
ENSMUSG00000040065.8	0	0	0	0	0	0	0	0
ENSMUSG00000046805.9	15	35	37	35	90	96	114	106
ENSMUSG00000039982.7	1033	1091	1295	1430	1610	1916	1752	1604
ENSMUSG00000024691.13	4343	4014	5414	5193	4846	4585	4633	4061
ENSMUSG00000084836.1	3	2	0	0	5	3	0	2
ENSMUSG00000086213.1	0	0	0	0	0	0	0	0
ENSMUSG00000071633.11	0	0	0	0	0	0	0	0
ENSMUSG00000063683.12	0	3	1	0	0	0	0	0
ENSMUSG00000065892.1	0	0	0	0	0	0	0	0
ENSMUSG00000044441.3	0	0	0	0	0	0	0	0
ENSMUSG00000045030.7	0	0	0	0	0	0	0	0
ENSMUSG00000109309.1	0	0	0	0	0	0	0	0
ENSMUSG00000024694.9	0	0	0	0	0	0	0	0
ENSMUSG00000084981.7	0	0	0	0	0	0	0	0
ENSMUSG00000079415.2	21	4	20	14	18	14	10	25
ENSMUSG00000024695.15	5816	5906	7213	7458	8138	8368	8217	7548
ENSMUSG00000024696.8	628	654	718	735	1085	1095	1007	954
ENSMUSG00000091014.2	0	1	4	0	0	0	9	2
ENSMUSG00000046272.3	5	0	10	2	7	0	1	2
ENSMUSG00000045126.2	0	0	0	0	0	0	0	2
ENSMUSG00000057817.4	0	0	0	0	0	0	0	0
ENSMUSG00000060303.3	0	0	0	0	0	0	0	0
ENSMUSG00000048456.2	0	0	0	0	0	0	0	0
ENSMUSG00000109288.1	0	0	0	0	0	0	0	0
ENSMUSG00000049498.4	0	0	0	0	0	0	0	0
ENSMUSG00000062892.3	0	0	0	0	0	0	0	0
ENSMUSG00000046913.2	0	0	0	0	0	0	0	0
ENSMUSG00000109148.1	0	0	0	0	0	0	0	0
ENSMUSG00000074985.1	0	0	0	0	0	0	0	0
ENSMUSG00000094755.1	0	0	0	0	0	0	0	0
ENSMUSG00000094986.2	0	0	0	0	0	0	0	0
ENSMUSG00000109126.1	0	0	0	0	0	0	0	0
ENSMUSG00000067482.2	0	0	0	0	0	0	0	0
ENSMUSG00000061637.3	0	0	0	0	0	0	0	0
ENSMUSG00000062844.4	0	0	0	0	0	0	0	0
ENSMUSG00000057503.5	0	0	0	0	0	0	0	0
ENSMUSG00000109415.1	0	0	0	0	0	0	0	0
ENSMUSG00000045883.4	0	0	0	0	0	0	0	0
ENSMUSG00000094721.2	0	0	0	0	0	0	0	0
ENSMUSG00000096365.2	0	0	0	0	0	0	0	0
ENSMUSG00000109100.1	0	0	0	0	0	0	0	0
ENSMUSG00000064824.1	0	0	0	0	0	0	0	0
ENSMUSG00000062199.1	0	0	0	0	0	0	0	0
ENSMUSG00000096485.2	0	0	0	0	0	0	0	0
ENSMUSG00000049015.2	0	0	0	0	0	0	0	0
ENSMUSG00000109544.1	0	0	0	0	0	0	0	0
ENSMUSG00000108881.1	0	0	0	0	0	0	0	0
ENSMUSG00000063777.1	0	0	0	0	0	0	0	0
ENSMUSG00000109230.1	0	0	0	0	0	0	0	0
ENSMUSG00000096320.1	0	0	0	0	0	0	0	0
ENSMUSG00000095189.1	0	0	0	0	0	0	0	0
ENSMUSG00000109573.1	0	0	0	0	0	0	0	0
ENSMUSG00000096273.2	0	0	0	0	0	0	0	0
ENSMUSG00000096708.1	0	0	0	0	0	0	0	0
ENSMUSG00000109189.1	0	0	0	0	0	0	0	0
ENSMUSG00000071629.2	0	0	0	0	0	0	0	0
ENSMUSG00000109184.1	0	0	0	0	0	0	0	0
ENSMUSG00000108887.1	0	0	0	0	0	0	0	0
ENSMUSG00000095484.2	0	0	0	0	0	0	0	0
ENSMUSG00000108945.1	0	0	0	0	0	0	0	0
ENSMUSG00000109319.1	0	0	0	0	0	0	0	0
ENSMUSG00000108974.1	0	0	0	0	0	0	0	0
ENSMUSG00000096289.2	0	0	0	0	0	0	0	0
ENSMUSG00000109496.1	0	0	0	0	0	0	0	0
ENSMUSG00000109343.1	0	0	0	0	0	0	0	0
ENSMUSG00000094077.1	0	0	0	0	0	0	0	0
ENSMUSG00000096298.1	0	0	0	0	0	0	0	0
ENSMUSG00000094846.2	0	0	0	0	0	0	0	0
ENSMUSG00000109285.1	0	0	0	0	0	0	0	0
ENSMUSG00000045678.6	0	0	0	0	0	0	0	0
ENSMUSG00000077291.1	0	0	0	0	0	0	0	0
ENSMUSG00000061387.2	0	0	0	0	0	0	0	0
ENSMUSG00000051156.1	0	0	0	0	0	0	0	0
ENSMUSG00000109527.1	0	0	0	0	0	0	0	0
ENSMUSG00000109520.1	0	0	0	0	0	0	0	0
ENSMUSG00000050865.4	0	0	0	0	0	0	0	0
ENSMUSG00000047207.2	0	0	0	0	0	0	0	0
ENSMUSG00000048356.4	0	0	0	0	0	0	0	0
ENSMUSG00000109187.1	0	0	0	0	0	0	0	0
ENSMUSG00000044040.2	0	0	0	0	0	0	0	0
ENSMUSG00000109530.1	0	0	0	0	0	0	0	0
ENSMUSG00000045395.3	0	0	0	0	0	0	0	0
ENSMUSG00000054526.3	0	0	0	0	0	0	0	0
ENSMUSG00000057270.2	0	0	0	0	0	0	0	0
ENSMUSG00000056858.1	0	0	0	0	0	0	0	0
ENSMUSG00000058078.8	0	0	0	0	0	0	0	0
ENSMUSG00000059105.3	0	0	0	0	0	0	0	0
ENSMUSG00000062314.2	0	0	0	0	0	0	0	0
ENSMUSG00000098074.1	0	0	0	0	0	0	0	0
ENSMUSG00000024642.16	2474	2621	3259	3212	3020	2935	3143	2611
ENSMUSG00000103488.1	0	0	0	0	0	0	0	0
ENSMUSG00000084675.1	0	0	0	0	0	0	0	0
ENSMUSG00000063586.1	19	3	10	5	18	4	9	5
ENSMUSG00000094850.1	0	0	0	0	0	0	0	0
ENSMUSG00000024640.9	992	1056	1147	1257	1352	1356	1375	1257
ENSMUSG00000090147.1	0	0	0	0	0	0	0	0
ENSMUSG00000041491.7	233	219	254	329	252	260	282	266
ENSMUSG00000097557.1	2	0	4	12	8	4	8	9
ENSMUSG00000024639.5	1029	968	1345	1348	1317	1420	1392	1349
ENSMUSG00000057990.4	30	3	10	7	8	12	13	6
ENSMUSG00000075268.2	36	46	77	71	64	54	47	52
ENSMUSG00000078528.2	19	14	30	25	23	25	32	33
ENSMUSG00000098718.1	0	0	0	0	0	0	0	0
ENSMUSG00000024697.3	0	0	0	0	0	0	0	1
ENSMUSG00000046230.9	4690	4187	5962	6015	5343	5786	5438	5144
ENSMUSG00000046388.4	4	1	0	2	0	5	3	1
ENSMUSG00000056829.3	0	0	0	0	0	0	0	0
ENSMUSG00000039126.9	286	259	304	291	235	299	325	282
ENSMUSG00000098298.1	0	0	0	0	0	0	0	0
ENSMUSG00000099316.1	0	0	0	0	0	0	0	0
ENSMUSG00000038843.17	99	105	74	107	104	145	149	121
ENSMUSG00000024712.9	2312	2241	2934	2922	2740	2910	2859	2638
ENSMUSG00000024713.15	0	0	0	0	0	0	0	0
ENSMUSG00000088370.1	0	0	0	0	0	0	0	0
ENSMUSG00000076305.1	0	0	0	0	0	0	0	0
ENSMUSG00000076303.1	0	2	0	1	0	0	0	0
ENSMUSG00000024725.12	2958	2840	3636	3669	2603	2618	2747	2240
ENSMUSG00000080783.1	2	0	0	0	0	0	0	0
ENSMUSG00000037847.13	501	481	697	615	329	360	338	314
ENSMUSG00000024726.9	814	871	1115	1006	852	901	919	753
ENSMUSG00000047044.7	845	837	1169	1035	1062	1027	1043	910
ENSMUSG00000064941.1	0	2	6	4	6	7	6	1
ENSMUSG00000024727.8	0	0	0	1	0	0	1	0
ENSMUSG00000088601.1	0	0	0	0	0	0	0	0
ENSMUSG00000036192.15	0	0	0	0	0	0	0	0
ENSMUSG00000088907.1	0	0	0	0	0	0	0	0
ENSMUSG00000064783.1	0	0	0	0	0	0	0	0
ENSMUSG00000024659.14	115	157	149	145	260	243	255	210
ENSMUSG00000094732.1	0	0	0	0	0	0	0	0
ENSMUSG00000047168.5	0	0	0	0	0	0	0	0
ENSMUSG00000053279.6	0	0	0	0	0	0	0	0
ENSMUSG00000024747.3	0	0	0	0	0	0	0	0
ENSMUSG00000024749.8	3	1	0	0	0	0	0	0
ENSMUSG00000024750.10	1887	1944	2515	2317	2667	2730	2599	2360
ENSMUSG00000058624.12	0	0	0	0	1	0	0	0
ENSMUSG00000079382.2	0	0	0	0	0	0	0	0
ENSMUSG00000035171.9	497	576	685	562	663	763	651	647
ENSMUSG00000047368.3	1013	933	1335	1321	1355	1481	1392	1297
ENSMUSG00000024754.12	0	0	0	0	2	0	0	3
ENSMUSG00000045104.8	0	0	0	0	0	0	0	0
ENSMUSG00000052387.15	0	0	0	0	0	0	0	0
ENSMUSG00000088558.1	0	0	0	0	0	0	0	0
ENSMUSG00000098739.1	0	0	0	0	0	0	0	0
ENSMUSG00000065507.3	0	0	0	0	0	0	0	0
ENSMUSG00000097930.1	0	0	0	0	0	0	0	0
ENSMUSG00000044387.5	0	0	0	0	0	0	0	0
ENSMUSG00000033863.1	398	378	523	539	351	402	392	281
ENSMUSG00000080626.1	2	7	3	3	1	1	7	3
ENSMUSG00000024943.8	763	774	890	1073	1004	1024	942	941
ENSMUSG00000096249.1	0	0	0	0	0	0	0	0
ENSMUSG00000033207.6	0	0	0	0	0	0	0	0
ENSMUSG00000033053.3	0	0	0	0	0	0	0	0
ENSMUSG00000044424.3	80	86	86	99	80	112	102	46
ENSMUSG00000088027.1	0	0	0	0	0	0	0	0
ENSMUSG00000098010.1	0	0	0	0	0	0	0	0
ENSMUSG00000051255.5	34	54	37	34	47	38	61	57
ENSMUSG00000074925.3	688	581	866	855	800	924	900	790
ENSMUSG00000054178.1	519	481	625	625	619	584	663	575
ENSMUSG00000024897.8	0	0	0	0	0	2	0	2
ENSMUSG00000071604.4	0	0	0	0	0	0	0	0
ENSMUSG00000096796.1	0	0	0	0	0	0	0	0
ENSMUSG00000024812.9	6	9	1	5	9	3	8	2
ENSMUSG00000059363.10	865	848	1112	1145	1003	880	964	861
ENSMUSG00000082107.1	0	0	0	0	0	0	0	0
ENSMUSG00000024867.14	32	36	55	56	48	65	57	59
ENSMUSG00000085003.1	0	0	0	0	0	0	0	0
ENSMUSG00000074922.1	157	151	224	212	187	158	256	148
ENSMUSG00000048572.4	0	0	0	0	0	0	0	0
ENSMUSG00000041731.13	0	0	0	0	0	0	0	0
ENSMUSG00000097950.1	0	0	0	0	0	0	0	0
ENSMUSG00000058927.5	10	11	33	14	19	23	15	21
ENSMUSG00000051490.2	0	0	0	0	0	0	0	0
ENSMUSG00000024878.8	395	315	462	446	434	481	463	319
ENSMUSG00000104890.1	0	0	0	0	0	0	0	0
ENSMUSG00000095097.1	0	0	1	0	3	0	0	0
ENSMUSG00000052085.6	1911	1937	2933	2699	2846	2920	3236	2858
ENSMUSG00000065634.1	0	0	0	0	0	0	0	0
ENSMUSG00000032702.16	21	6	35	22	4	0	3	4
ENSMUSG00000064843.1	0	0	0	0	0	0	0	0
ENSMUSG00000024837.15	0	0	0	0	0	0	0	0
ENSMUSG00000042372.4	0	0	0	0	0	0	0	0
ENSMUSG00000101089.1	0	0	4	6	1	3	3	0
ENSMUSG00000048138.9	125	87	91	127	133	136	117	118
ENSMUSG00000098105.1	0	0	0	4	0	0	5	3
ENSMUSG00000084589.1	0	0	0	0	0	0	0	0
ENSMUSG00000024921.17	2251	2164	3136	2861	2992	3417	3430	3181
ENSMUSG00000093628.1	0	0	0	0	0	0	0	0
ENSMUSG00000093772.1	0	0	0	0	0	0	0	1
ENSMUSG00000074913.2	0	0	0	0	0	0	0	0
ENSMUSG00000024924.14	0	0	0	0	0	0	0	0
ENSMUSG00000047298.3	0	0	0	0	0	0	0	0
ENSMUSG00000041360.7	1750	1737	2171	2262	1997	2004	2002	1738
ENSMUSG00000088266.1	0	0	0	0	0	0	0	0
ENSMUSG00000040929.16	671	654	805	886	980	924	1011	972
ENSMUSG00000092617.1	0	0	0	0	0	0	0	0
ENSMUSG00000092182.1	0	0	0	0	0	0	0	0
ENSMUSG00000101084.1	0	0	0	0	0	0	0	0
ENSMUSG00000052942.13	0	0	0	0	0	0	0	0
ENSMUSG00000089952.1	0	0	0	0	0	0	0	0
ENSMUSG00000097735.7	0	0	0	0	0	0	0	0
ENSMUSG00000067351.1	1	0	3	4	0	0	0	1
ENSMUSG00000090737.1	6	4	7	12	7	3	6	4
ENSMUSG00000098069.1	0	0	0	0	0	0	0	0
ENSMUSG00000024935.10	1	0	0	0	0	0	0	0
ENSMUSG00000089993.1	37	16	35	37	41	60	30	44
ENSMUSG00000064202.15	2	0	7	4	6	3	7	5
ENSMUSG00000040105.3	227	207	291	271	324	260	307	283
ENSMUSG00000024780.6	789	794	1098	1093	898	1151	1042	1046
ENSMUSG00000063754.7	106	101	116	98	114	122	140	123
ENSMUSG00000024782.7	1706	1826	2290	2407	2343	2409	2334	2011
ENSMUSG00000100075.1	9	14	14	4	7	18	5	4
ENSMUSG00000024785.6	1146	1156	1375	1423	1202	1144	1198	1078
ENSMUSG00000065556.1	2	0	2	0	3	0	0	2
ENSMUSG00000068466.5	45	57	59	72	60	72	103	74
ENSMUSG00000024789.12	1264	1250	1653	1656	1778	1675	1725	1636
ENSMUSG00000050957.4	0	3	1	0	2	9	5	1
ENSMUSG00000039097.5	0	0	0	0	0	0	0	0
ENSMUSG00000016495.12	417	474	610	594	686	816	828	751
ENSMUSG00000016496.7	222	248	373	317	404	350	437	356
ENSMUSG00000016498.9	0	0	0	0	1	0	0	0
ENSMUSG00000097855.7	44	27	65	52	42	47	81	55
ENSMUSG00000038658.15	2938	2820	3783	3878	3654	3817	3765	3622
ENSMUSG00000046324.12	1859	1985	2478	2421	2884	2638	2625	2408
ENSMUSG00000024806.3	0	0	0	0	0	0	0	0
ENSMUSG00000046138.14	1753	1604	2135	2140	2427	2483	2436	2138
ENSMUSG00000074909.4	664	714	987	894	990	1004	915	841
ENSMUSG00000024810.16	345	371	592	482	703	778	747	615
ENSMUSG00000087937.1	0	0	0	0	0	0	0	0
ENSMUSG00000024815.4	0	0	0	0	0	0	2	0
ENSMUSG00000024817.13	3929	3633	5158	4819	6315	6492	6826	6179
ENSMUSG00000024827.9	0	0	0	0	0	0	0	0
ENSMUSG00000058607.4	0	0	0	0	0	0	0	0
ENSMUSG00000024863.5	0	0	0	0	0	0	0	0
ENSMUSG00000093236.1	0	0	0	0	0	0	0	0
ENSMUSG00000089016.1	0	0	0	0	0	0	0	0
ENSMUSG00000058816.4	1	0	0	0	0	0	0	0
ENSMUSG00000024868.8	0	0	0	0	0	0	0	0
ENSMUSG00000052920.14	0	0	0	0	3	0	0	0
ENSMUSG00000084432.1	0	0	0	0	0	0	0	0
ENSMUSG00000053536.6	1740	1904	2313	2360	2407	2579	2562	2167
ENSMUSG00000052595.6	0	0	0	0	0	0	0	0
ENSMUSG00000024887.9	30	16	32	24	24	60	57	27
ENSMUSG00000040451.17	982	889	1346	1298	1517	1729	1604	1628
ENSMUSG00000097787.1	8	18	21	19	15	44	26	23
ENSMUSG00000062456.3	73	61	79	107	83	84	101	70
ENSMUSG00000024896.8	1556	1429	2008	1990	1991	2046	2041	1702
ENSMUSG00000024899.6	0	0	0	0	0	0	0	0
ENSMUSG00000013662.5	4348	4067	5358	5369	7714	7835	8237	7149
ENSMUSG00000013663.7	8887	8426	11358	11183	12614	13040	13135	12297
ENSMUSG00000084512.1	0	0	0	0	0	0	0	0
ENSMUSG00000071573.13	0	0	0	0	0	0	2	0
ENSMUSG00000106278.1	0	0	0	0	0	0	0	0
ENSMUSG00000087112.1	0	0	0	0	0	0	0	0
ENSMUSG00000086875.1	0	0	0	0	0	0	0	0
ENSMUSG00000079344.10	0	0	0	0	0	0	0	0
ENSMUSG00000024766.14	661	631	849	844	1219	1266	1314	1118
ENSMUSG00000098770.1	0	0	0	0	0	0	0	0
ENSMUSG00000086812.1	0	0	0	0	0	0	0	0
ENSMUSG00000085924.1	0	0	0	0	0	0	0	0
ENSMUSG00000087303.2	0	0	2	0	1	0	0	0
ENSMUSG00000079342.10	0	0	0	0	0	0	0	0
ENSMUSG00000037603.6	0	0	0	0	0	0	1	0
ENSMUSG00000085934.1	0	0	0	0	0	0	0	0
ENSMUSG00000065380.1	0	0	0	0	0	0	0	0
ENSMUSG00000024768.5	0	0	0	0	0	0	0	0
ENSMUSG00000024771.6	0	0	0	0	0	0	0	0
ENSMUSG00000024770.14	0	0	0	0	0	0	0	0
ENSMUSG00000080678.1	0	0	0	0	0	0	0	0
ENSMUSG00000056078.5	0	0	0	0	0	0	0	0
ENSMUSG00000024774.15	0	0	0	0	1	0	0	2
ENSMUSG00000024776.17	2844	2979	3870	3748	2659	2747	2790	2600
ENSMUSG00000035783.8	0	0	0	0	0	0	0	0
ENSMUSG00000024778.12	0	0	2	4	6	5	7	2
ENSMUSG00000098670.1	0	0	0	0	0	0	0	0
ENSMUSG00000076300.1	0	0	0	0	0	0	0	0
ENSMUSG00000050370.4	0	0	0	0	0	0	0	0
ENSMUSG00000097558.1	0	0	0	0	0	0	0	0
